ID_Secteur;Secteur;Annee;Trimestre;Mois;Region;Nb_Creations;Evolution_Pct;Nb_Defaillances;Taux_Defaillance;Encours_Prets_MdsEUR;Croissance_Encours_Pct;Score_Risque;Col_Vide_1;Col_Vide_2;Col_Inutile
S09;Activités spécialisées et scientifiques;2021;T4;11;Normandie;14237;-3.9%;97;0.68%;18.1;2.1%;2.1;;;
S09;Activités spécialisées et scientifiques;2021;T4;12;PACA;14641;-12.3%;89;0.61%;17.67;-2.4%;2.1;;;
S09;Activités spécialisées et scientifiques;2022;T1;1;Occitanie;14655;-4.2%;81;0.55%;20.76;-2.3%;2.6;;;
S09;Activités spécialisées et scientifiques;2022;T1;2;Pays de la Loire;13456;7.1%;83;0.62%;20.12;1.8%;2.7;;;
S09;Activités spécialisées et scientifiquess;2022;T1;3;Bretagne;12980;-8,1%;69;0,53%;17.06;3,9 %;2.2;;;
S09;Activités spécialisées et scientifiques;2022;T2;4;Bourgogne;16041;-10.6%;78;0.49%;16.94;-2.0%;2.6;;;
S09;Activités spécialisées et scientifiques;2022;T2;5;Grand Est;17151;2.6%;85;0.5%;19.95;1.4%;2.4;;;
S09;Activités spécialisées et scientifiques;2022;T2;6;Hauts-de-France;15031;-12.2%;78;0.52%;17.41;7.7%;2.0;;;
S09;Activités spécialisées et scientifiques;2022;T3;7;Occitanie;17743;-10.4%;70;0.39%;20.45;3.2%;2.3;;;
S09;activités spécialisées et scientifiques;2022;T3;8;Centre-Val de Loire;17210;4.7%;96;0.56%;17.23;4.2 %;2.5;;;
S09;ACTIVITÉS SPÉCIALISÉES ET SCIENTIFIQUES;2022;T3;9;Grand Est;12575;13.6%;79;0.63%;17.57;-3.5 %;2.7;;;
S09;Activités spécialisées et scientifiques;2022;T4;10;Occitanie;16012;13.6%;73;0.46%;17.67;5.2%;2.5;;;
S09;Activités spécialisées et scientifiques;2022;T4;11;Occitanie;14685;-12.1%;79;0.54%;17.57;0.2%;2.2;;;
S09;Activités spécialisées et scientifiques;2022;T4;12;Hauts-de-France;16626;9.3%;86;0.52%;18.2;-0.0%;1.9;;;
S09;Activités spécialisées et scientifiques;2023;T1;1;Bretagne;16912;6.4%;95;0.56%;19.55;3.1%;1.9;;;
S09;Activités spécialisées et scientifiques;2023;T1;2;Occitanie;16345;-10.5%;72;0.44%;21.54;5.8%;2.3;;;
S09;Activités spécialisées et scientifiques;2023;T1;3;Occitanie;18193;0.4%;83;0.46%;18.85;0.5%;2.5;;;
S09;activités spécialisées et scientifiques;2023;T2;4;Île-de-France;17426;-14,5%;90;0,52%;19.11;5,0 %;2.6;;;
S09;Activités spécialisées et scientifiques;2023;T2;5;PACA;16633;3,7%;76;0,46%;20.75;6,2 %;2.0;;;
S09;Activités spécialisées et scientifiques;2023;T2;6;Bourgogne;14378;-14.6%;87;0.61%;17.92;-0.3%;2.4;;;
S09;Activités spécialisées et scientifiques;2023;T3;7;Occitanie;16404;14.2%;-50;0.48%;19.71;3.7 %;2.2;;;
S09;Activités spécialisées et scientifiquess;2023;T3;8;Normandie;14336;-14,2%;-200;0,57%;18.1;-2,6 %;2.6;;;
S09;Activités spécialisées et scientifiques;2023;T3;9;Centre-Val de Loire;13178;-10.4%;89;0.68%;19.75;0.6%;2.6;;;
S09;Activités spécialisées et scientifiques;2023;T4;10;Grand Est;17205;-3.2%;78;0.45%;17.16;5.9%;2.2;;;
S09;Activités spécialisées et scientifiques;2023;T4;11;Centre-Val de Loire;16727;1.6%;77;0.46%;19.52;0.8%;2.4;;;
S09;Activités spécialisées et scientifiques;2023;T4;12;Occitanie;18609;-8.0%;70;0.38%;18.01;2.1%;2.3;;;
S09;Activités spécialisées et scientifiques;2024;T1;1;Occitanie;15860;-0.2%;96;0.61%;18.77;3.8%;1.9;;;
S09;Activités spécialisées et scientifiques;2024;T1;2;Bourgogne;15779;0.2%;85;0.54%;20.24;6.9%;2.6;;;
S09;Activités spécialisées et scientifiques;2024;T1;3;Bretagne;14230;6.3%;96;0.67%;19.8;3.4%;2.5;;;
S09;Activités spécialisées et scientifiques;2024;T2;4;Centre-Val de Loire;17731;-6.5%;90;0.51%;21.25;-4.2%;2.0;;;
S09;Activités spécialisées et scientifiques;2024;T2;5;Occitanie;19522;-0.2%;75;0.38%;20.65;8.0%;2.2;;;
S09;Activités spécialisées et scientifiques;2024;T2;6;Auvergne-Rhône-Alpes;17196;11.8%;69;0.4%;17.02;0.0%;2.4;;;
S09;Activités spécialisées et scientifiques;2024;T3;7;Bourgogne;18989;8.5%;91;0.48%;20.62;1.8%;2.7;;;
S09;Activités spécialisées et scientifiques;2024;T3;8;Auvergne-Rhône-Alpes;14146;-13.5%;96;0.68%;21.08;7.5%;2.5;;;
S09;Activités spécialisées et scientifiques;2024;T3;9;Nouvelle-Aquitaine;18538;-11.9%;85;0.46%;19.94;-3.7%;1.9;;;
S09;Activités spécialisées et scientifiques;2024;T4;10;Hauts-de-France;14278;-1.8%;83;0.58%;19.51;-4.6%;2.4;;;
S09;Activités spécialisées et scientifiques;2024;T4;11;Occitanie;13717;14.1%;91;0.66%;16.71;5.7%;2.3;;;
S09;Activités spécialisées et scientifiques;2024;T4;12;Grand Est;14556;7.6%;79;0.54%;19.05;-3.9%;2.5;;;
S09;Activités spécialisées et scientifiques;2025;T1;1;Île-de-France;15197;12.5%;95;0.63%;20.56;1.2%;2.5;;;
S09;ACTIVITÉS SPÉCIALISÉES ET SCIENTIFIQUES;2025;T1;2;Grand Est;18756;0.5%;70;0.37%;20.39;-0.4 %;2.6;;;
S09;Activités spécialisées et scientifiques;2025;T1;3;Pays de la Loire;16070;6.4%;88;0.55%;18.65;-1.9%;2.2;;;
S09;Activités spécialisées et scientifiques;2025;T2;4;PACA;19103;-5.6%;78;0.41%;22.83;6.6%;2.4;;;
S09;Activités spécialisées et scientifiques;2025;T2;5;Pays de la Loire;14766;1.3%;91;0.62%;20.54;3.8%;2.7;;;
S09;Activités spécialisées et scientifiques;2025;T2;6;Normandie;14657;-13.9%;78;0.53%;19.92;4.4%;2.0;;;
S09;Activités spécialisées et scientifiques;2025;T3;7;Centre-Val de Loire;15741;0.6%;90;0.57%;17.43;-5.6%;2.6;;;
S09;Activités spécialisées et scientifiques;2025;T3;8;Normandie;16380;-2.3%;83;0.51%;22.28;5.8%;2.1;;;
S09;Activités spécialisées et scientifiques;2025;T3;9;Bourgogne;16145;-11.3%;77;0.48%;19.42;0.3%;2.7;;;
S09;Activités spécialisées et scientifiques;2025;T4;10;Bourgogne;19168;3.8%;84;0.44%;20.74;-1.1%;2.1;;;
S09;Activités spécialisées et scientifiquess;2025;T4;11;Bretagne;14921;7,1%;-50;0,48%;18.93;-3,3 %;2.6;;;
S09;Activités spécialisées et scientifiques;2025;T4;12;Grand Est;14275;-8.6%;70;0.49%;20.56;-0.4%;2.4;;;
S10;Services administratifss;2019;T1;1;PACA;11118;14.9%;131;1.18%;14.04;4.2 %;2.6;;;
S10;Services administratifs;2019;T1;2;Normandie;11587;10.9%;106;0.91%;12.38;0.6%;3.0;;;
S10;Services administratifs;2019;T1;3;Hauts-de-France;10820;-2.7%;106;0.98%;12.87;-5.4%;2.3;;;
S10;Services administratifs;2019;T2;4;Occitanie;9921;-14.2%;107;1.08%;13.74;-0.1%;3.2;;;
S10;Services administratifs;2019;T2;5;Centre-Val de Loire;11982;-0.3%;106;0.88%;12.69;6.2%;2.6;;;
S10;Services administratifs;2019;T2;6;Pays de la Loire;10054;-3.7%;137;1.36%;13.82;-4.1%;2.3;;;
S10;Services administratifs;2019;T3;7;Nouvelle-Aquitaine;10474;11.0%;115;1.1%;13.74;3.3%;2.6;;;
S10;Services administratifs;2019;T3;8;Île-de-France;8997;5.1%;120;1.33%;12.44;-4.8%;2.3;;;
S10;Services administratifs;2019;T3;9;Centre-Val de Loire;11283;1.8%;106;0.94%;12.93;-3.3%;2.8;;;
S10;Services administratifs;2019;T4;10;Île-de-France;10523;7.5%;123;1.17%;11.47;3.2%;2.7;;;
S10;services administratifs;2019;T4;11;Centre-Val de Loire;12027;10.2%;126;1.05%;12.0;1.5 %;2.5;;;
S10;SERVICES ADMINISTRATIFS;2019;T4;12;PACA;12037;-5.5%;112;0.93%;11.98;-4.6 %;2.3;;;
S10;services administratifs;2020;T1;1;Hauts-de-France;9692;3,4%;115;1,19%;12.07;-5,2 %;2.6;;;
S10;Services administratifs;2020;T1;2;Grand Est;9505;-8.9%;134;1.41%;13.56;0.9%;3.0;;;
S10;Services administratifs;2020;T1;3;Île-de-France;10269;1.6%;104;1.01%;12.08;2.9%;3.1;;;
S10;Services administratifs;2020;T2;4;Auvergne-Rhône-Alpes;11651;-7.6%;125;1.07%;14.09;-1.7%;2.6;;;
S10;Services administratifs;2020;T2;5;Normandie;12069;-10.7%;125;1.04%;12.45;-2.6%;3.2;;;
S10;Services administratifs;2020;T2;6;Bretagne;10836;9.9%;114;1.05%;14.59;-6.0%;3.2;;;
S10;Services administratifs;2020;T3;7;PACA;11670;15.0%;138;1.18%;12.57;5.8%;2.5;;;
S10;Services administratifs;2020;T3;8;Grand Est;10201;-3.1%;106;1.04%;12.37;1.8%;2.5;;;
S10;Services administratifs;2020;T3;9;Occitanie;12143;11.5%;142;1.17%;13.69;7.7%;2.9;;;
S10;Services administratifs;2020;T4;10;Île-de-France;10360;-1.2%;127;1.23%;12.04;3.7%;2.9;;;
S10;Services administratifs;2020;T4;11;Auvergne-Rhône-Alpes;9074;-9.8%;125;1.38%;13.86;0.8%;2.6;;;
S10;Services administratifs;2020;T4;12;Grand Est;9337;-14.1%;137;1.47%;13.79;3.4%;2.5;;;
S10;services administratifs;2021;T1;1;Bretagne;9959;8.0%;131;1.32%;12.31;0.5 %;3.2;;;
S10;SERVICES ADMINISTRATIFS;2021;T1;2;Hauts-de-France;10153;9,5%;-10;1,26%;14.7;-2,9 %;3.2;;;
S10;Services administratifs;2021;T1;3;Pays de la Loire;12726;2.1%;122;0.96%;13.82;3.2%;2.8;;;
S10;Services administratifs;2021;T2;4;Bourgogne;11507;7.4%;107;0.93%;14.74;6.0%;3.1;;;
S10;Services administratifs;2021;T2;5;Bretagne;11868;14,8%;131;1,1%;13.66;-2,5 %;2.8;;;
S10;Services administratifs;2021;T2;6;Île-de-France;12589;-2.8%;106;0.84%;13.69;0.9%;2.7;;;
S10;Services administratifs;2021;T3;7;Centre-Val de Loire;10305;-2.4%;121;1.17%;12.24;-3.3%;2.2;;;
S10;Services administratifs;2021;T3;8;Auvergne-Rhône-Alpes;10402;5.7%;143;1.37%;15.16;-3.2%;2.5;;;
S10;Services administratifs;2021;T3;9;Auvergne-Rhône-Alpes;11047;9.2%;127;1.15%;13.86;-1.3%;2.4;;;
S10;Services administratifs;2021;T4;10;Bretagne;12854;9.6%;124;0.96%;13.24;-5.0%;2.8;;;
S10;Services administratifs;2021;T4;11;Auvergne-Rhône-Alpes;11674;-12.4%;104;0.89%;12.51;-1.6%;3.1;;;
S10;Services administratifs;2021;T4;12;Île-de-France;12296;-13.4%;128;1.04%;13.32;-4.6%;2.2;;;
S10;Services administratifs;2022;T1;1;Grand Est;9883;7.6%;111;1.12%;14.29;3.2%;2.2;;;
S10;Services administratifs;2022;T1;2;Centre-Val de Loire;12059;-12.0%;129;1.07%;14.55;-5.6 %;2.7;;;
S10;Services administratifs;2022;T1;3;Bourgogne;12401;-9.2%;126;1.02%;14.05;-2.4%;2.6;;;
S10;Services administratifs;2022;T2;4;Hauts-de-France;9903;-13.7%;107;1.08%;14.03;1.2%;2.9;;;
S10;Services administratifs;2022;T2;5;Centre-Val de Loire;13133;-10.6%;114;0.87%;14.09;-0.8%;2.2;;;
S10;Services administratifs;2022;T2;6;Pays de la Loire;10270;9.6%;125;1.22%;12.53;-1.2%;3.2;;;
S10;Services administratifs;2022;T3;7;Centre-Val de Loire;11217;5.0%;131;1.17%;15.83;2.4%;2.5;;;
S10;Services administratifs;2022;T3;8;Île-de-France;10675;-5.1%;106;0.99%;15.01;6.7%;2.7;;;
S10;Services administratifs;2022;T3;9;Grand Est;11662;-8.6%;122;1.05%;15.11;5.4%;3.0;;;
S10;Services administratifs;2022;T4;10;Nouvelle-Aquitaine;13317;-4.1%;104;0.78%;12.5;-4.4%;2.5;;;
S10;Services administratifs;2022;T4;11;PACA;11401;14.3%;110;0.96%;13.94;-2.9%;2.4;;;
S10;Services administratifs;2022;T4;12;Grand Est;10354;-14.4%;138;1.33%;15.36;-5.7%;2.9;;;
S10;Services administratifs;2023;T1;1;Normandie;11756;-8.7%;121;1.03%;14.75;-0.8%;2.3;;;
S10;Services administratifs;2023;T1;2;Nouvelle-Aquitaine;14315;11.4%;104;0.73%;14.24;6.9%;3.0;;;
S10;Services administratifs;2023;T1;3;Normandie;11432;-2.1%;129;1.13%;16.09;4.7%;2.8;;;
S10;Services administratifs;2023;T2;4;Bretagne;10472;3.9%;113;1.08%;12.93;1.1%;2.8;;;
S10;Services administratifs;2023;T2;5;Normandie;11291;4.9%;104;0.92%;13.89;4.5%;2.9;;;
S10;Services administratifs;2023;T2;6;Centre-Val de Loire;10628;6.4%;124;1.17%;14.51;7.4%;2.7;;;
S10;Services administratifs;2023;T3;7;Occitanie;12886;-13.9%;111;0.86%;14.3;6.1%;2.6;;;
S10;Services administratifs;2023;T3;8;Normandie;10371;10.3%;112;1.08%;13.15;4.5%;2.5;;;
S10;Services administratifs;2023;T3;9;Hauts-de-France;11923;3.6%;120;1.01%;14.57;-0.3%;3.0;;;
S10;Services administratifs;2023;T4;10;Normandie;11101;-7.0%;104;0.94%;14.88;-1.9%;2.7;;;
S10;Services administratifs;2023;T4;11;Hauts-de-France;14195;-12.0%;104;0.73%;13.61;-3.2%;2.4;;;
S10;Services administratifs;2023;T4;12;Bourgogne;13448;10.4%;109;0.81%;15.24;-4.1%;3.1;;;
S10;Services administratifs;2024;T1;1;Centre-Val de Loire;10756;-6.0%;137;1.27%;16.71;-0.3%;2.6;;;
S10;Services administratifs;2024;T1;2;Nouvelle-Aquitaine;12055;14.7%;142;1.18%;14.91;-2.8%;2.9;;;
S10;Services administratifs;2024;T1;3;Nouvelle-Aquitaine;13561;7.7%;132;0.97%;14.85;5.1%;2.5;;;
S10;Services administratifs;2024;T2;4;Occitanie;12686;-1.8%;138;1.09%;14.38;-4.1%;3.1;;;
S10;Services administratifs;2024;T2;5;Bourgogne;12681;10.0%;116;0.91%;13.66;3.6%;2.6;;;
S10;Services administratifs;2024;T2;6;Pays de la Loire;9968;8.6%;141;1.41%;13.55;7.3%;2.5;;;
S10;services administratifs;2024;T3;7;Bretagne;13356;-3,3%;-50;0,88%;17.24;-5,1 %;2.6;;;
S10;Services administratifs;2024;T3;8;Grand Est;11164;9.8%;127;1.14%;13.86;-3.2%;3.1;;;
S10;Services administratifs;2024;T3;9;Grand Est;12487;-12.9%;103;0.82%;14.42;-3.6%;3.1;;;
S10;Services administratifs;2024;T4;10;Nouvelle-Aquitaine;11428;-2.4%;133;1.16%;15.62;6.7%;2.4;;;
S10;Services administratifs;2024;T4;11;Bretagne;13595;-10.2%;126;0.93%;15.02;-3.2%;2.9;;;
S10;Services administratifs;2024;T4;12;Bretagne;9984;-13.1%;118;1.18%;14.74;1.4%;3.1;;;
S10;Services administratifs;2025;T1;1;Occitanie;13857;-6.4%;139;1.0%;15.4;3.8%;2.9;;;
S10;Services administratifss;2025;T1;2;Pays de la Loire;14975;-2.5%;109;0.73%;16.58;0.0 %;2.6;;;
S10;Services administratifs;2025;T1;3;Bourgogne;13198;-10.3%;139;1.05%;14.22;3.3%;2.2;;;
S10;Services administratifs;2025;T2;4;Hauts-de-France;11971;14.8%;125;1.04%;16.02;-4.9%;2.3;;;
S10;Services administratifs;2025;T2;5;Hauts-de-France;10656;-13.7%;102;0.96%;14.84;3.5%;2.7;;;
S10;Services administratifs;2025;T2;6;Bretagne;12911;-14.7%;106;0.82%;17.64;-1.4%;3.0;;;
S10;Services administratifs;2025;T3;7;Île-de-France;12351;6.4%;120;0.97%;14.14;-2.1%;2.3;;;
S10;Services administratifs;2025;T3;8;Bretagne;10331;7.2%;108;1.05%;14.97;-5.8%;2.5;;;
S10;Services administratifs;2025;T3;9;Pays de la Loire;10026;5.3%;110;1.1%;15.15;5.7%;3.0;;;
S10;Services administratifs;2025;T4;10;Nouvelle-Aquitaine;11152;5.7%;120;1.08%;16.07;-5.3%;2.6;;;
S10;SERVICES ADMINISTRATIFS;2025;T4;11;Pays de la Loire;11205;-12.3%;119;1.06%;16.47;-1.3 %;2.4;;;
S10;Services administratifs;2025;T4;12;Grand Est;11670;9.5%;115;0.99%;14.48;2.7%;3.2;;;
S11;Enseignement;2019;T1;1;Bretagne;4065;-4.3%;24;0.59%;3.62;-1.6%;1.7;;;
S11;Enseignement;2019;T1;2;Bretagne;4077;3.7%;22;0.54%;3.89;-0.2%;2.0;;;
S11;Enseignement;2019;T1;3;Pays de la Loire;4583;14.7%;30;0.65%;3.45;7.4%;1.9;;;
S11;Enseignement;2019;T2;4;Pays de la Loire;5156;5.8%;25;0.48%;3.71;6.4%;1.7;;;
S11;Enseignement;2019;T2;5;Île-de-France;4654;2.6%;26;0.56%;3.77;-2.7%;1.9;;;
S11;Enseignement;2019;T2;6;Hauts-de-France;5051;-5.7%;29;0.57%;3.81;2.7%;1.5;;;
S11;Enseignement;2019;T3;7;Hauts-de-France;4309;4,3%;24;0,56%;3.85;7,8 %;1.8;;;
S11;ENSEIGNEMENT;2019;T3;8;Normandie;4592;-6.3%;22;0.48%;3.81;-1.4 %;1.6;;;
S11;Enseignement;2019;T3;9;Pays de la Loire;4192;-1.7%;22;0.52%;3.93;-5.0%;1.6;;;
S11;Enseignement;2019;T4;10;Grand Est;3794;-9.8%;27;0.71%;3.78;-3.1%;1.8;;;
S11;Enseignement;2019;T4;11;Pays de la Loire;4837;-7.7%;24;0.5%;3.48;-2.0%;1.8;;;
S11;Enseignement;2019;T4;12;Centre-Val de Loire;4356;13.5%;25;0.57%;3.5;0.6%;1.7;;;
S11;Enseignement;2020;T1;1;Occitanie;5107;8.8%;22;0.43%;3.66;6.0%;2.0;;;
S11;Enseignement;2020;T1;2;Auvergne-Rhône-Alpes;4957;-7.3%;26;0.52%;3.72;-0.7%;1.9;;;
S11;Enseignement;2020;T1;3;Grand Est;4097;12.5%;22;0.54%;4.02;4.2%;1.7;;;
S11;Enseignement;2020;T2;4;Île-de-France;5352;-3.8%;27;0.5%;3.86;2.2%;1.7;;;
S11;Enseignement;2020;T2;5;Hauts-de-France;5290;-10.1%;29;0.55%;4.09;4.8%;2.0;;;
S11;Enseignement;2020;T2;6;Île-de-France;4895;5.9%;28;0.57%;4.07;4.3%;1.6;;;
S11;Enseignement;2020;T3;7;PACA;4924;-14.2%;28;0.57%;3.49;2.5%;2.1;;;
S11;Enseignement;2020;T3;8;Grand Est;5321;10.2%;22;0.41%;3.95;3.0%;2.1;;;
S11;Enseignement;2020;T3;9;Normandie;3910;12.3%;30;0.77%;3.5;-0.0%;1.9;;;
S11;Enseignement;2020;T4;10;Pays de la Loire;4400;-5.8%;26;0.59%;4.03;4.2%;1.5;;;
S11;Enseignement;2020;T4;11;PACA;5099;-6.9%;24;0.47%;3.94;3.8%;1.4;;;
S11;ENSEIGNEMENT;2020;T4;12;Hauts-de-France;3893;5.9%;27;0.69%;3.87;4.3 %;1.6;;;
S11;Enseignement;2021;T1;1;Nouvelle-Aquitaine;4077;2.0%;24;0.59%;3.63;4.5%;2.0;;;
S11;enseignement;2021;T1;2;Grand Est;4646;3.8%;-50;0.6%;4.21;-3.7 %;1.7;;;
S11;Enseignements;2021;T1;3;Île-de-France;5011;-12.0%;22;0.44%;4.05;-5.9 %;1.9;;;
S11;Enseignement;2021;T2;4;Hauts-de-France;5261;13.0%;26;0.49%;3.81;0.0%;1.7;;;
S11;ENSEIGNEMENT;2021;T2;5;Auvergne-Rhône-Alpes;5530;5,0%;-50;0,47%;3.56;-1,0 %;1.7;;;
S11;Enseignement;2021;T2;6;Bretagne;4422;6.0%;30;0.68%;3.81;2.7%;1.9;;;
S11;Enseignement;2021;T3;7;Bourgogne;3922;4.1%;31;0.79%;3.75;2.9%;2.1;;;
S11;Enseignement;2021;T3;8;Bretagne;4895;-3.0%;28;0.57%;3.53;-0.0%;2.1;;;
S11;Enseignement;2021;T3;9;Centre-Val de Loire;5478;7.0%;25;0.46%;3.68;-4.0%;1.8;;;
S11;Enseignement;2021;T4;10;Bretagne;3979;-0,1%;23;0,58%;4.15;7,9 %;2.2;;;
S11;Enseignements;2021;T4;11;Île-de-France;4306;-9,9%;31;0,72%;4.02;-4,5 %;2.2;;;
S11;Enseignement;2021;T4;12;Bourgogne;4276;-0.7%;31;0.72%;3.53;-4.1%;1.8;;;
S11;Enseignement;2022;T1;1;Bourgogne;4680;-8.3%;27;0.58%;4.41;-5.1%;1.7;;;
S11;enseignement;2022;T1;2;Occitanie;5216;8.6%;31;0.59%;3.99;-2.7 %;1.6;;;
S11;Enseignement;2022;T1;3;Île-de-France;5459;-11.5%;25;0.46%;4.4;7.4%;1.9;;;
S11;Enseignement;2022;T2;4;PACA;4362;-3.4%;26;0.6%;4.22;5.2%;2.1;;;
S11;Enseignement;2022;T2;5;Nouvelle-Aquitaine;4421;-3.1%;27;0.61%;3.97;-4.0%;2.1;;;
S11;Enseignement;2022;T2;6;Occitanie;5022;-10.6%;28;0.56%;4.2;3.8%;1.9;;;
S11;ENSEIGNEMENT;2022;T3;7;Grand Est;4540;10,4%;27;0,59%;4.14;-3,0 %;1.6;;;
S11;Enseignement;2022;T3;8;Bretagne;5149;9.3%;29;0.56%;3.54;6.1%;1.6;;;
S11;Enseignement;2022;T3;9;Bretagne;5324;12.4%;23;0.43%;3.54;-0.5%;1.7;;;
S11;Enseignement;2022;T4;10;Grand Est;4769;0,8%;25;0,52%;4.21;-3,3 %;2.1;;;
S11;Enseignement;2022;T4;11;Nouvelle-Aquitaine;4868;-10.1%;23;0.47%;4.2;-1.9%;1.5;;;
S11;Enseignement;2022;T4;12;Grand Est;5007;-4.1%;30;0.6%;3.57;5.0%;2.1;;;
S11;Enseignement;2023;T1;1;Normandie;5561;12.8%;23;0.41%;4.44;-3.5%;1.5;;;
S11;Enseignement;2023;T1;2;Bourgogne;5892;3.8%;26;0.44%;3.74;-2.6%;1.8;;;
S11;Enseignement;2023;T1;3;Pays de la Loire;5240;8.3%;31;0.59%;4.07;-4.7%;1.8;;;
S11;enseignement;2023;T2;4;Nouvelle-Aquitaine;4977;-14,7%;23;0,46%;3.83;3,0 %;2.1;;;
S11;Enseignements;2023;T2;5;Hauts-de-France;4936;-3.5%;31;0.63%;4.06;-1.8 %;1.5;;;
S11;Enseignement;2023;T2;6;Bourgogne;4832;1.1%;30;0.62%;3.86;1.3%;1.9;;;
S11;Enseignement;2023;T3;7;Île-de-France;5541;-8.8%;28;0.51%;3.84;6.1%;1.9;;;
S11;enseignement;2023;T3;8;Île-de-France;4480;-11.1%;24;0.54%;3.94;1.9 %;2.1;;;
S11;Enseignement;2023;T3;9;Occitanie;4891;13.4%;22;0.45%;3.94;7.2%;1.8;;;
S11;Enseignement;2023;T4;10;Nouvelle-Aquitaine;5108;5.9%;27;0.53%;4.46;-1.1%;1.8;;;
S11;Enseignement;2023;T4;11;Normandie;4274;-13.9%;23;0.54%;4.46;-3.0%;1.5;;;
S11;Enseignement;2023;T4;12;Grand Est;4279;3.7%;23;0.54%;3.83;-0.7%;2.1;;;
S11;Enseignement;2024;T1;1;Pays de la Loire;5808;13.2%;23;0.4%;4.2;2.8%;1.6;;;
S11;Enseignement;2024;T1;2;Grand Est;4693;4.7%;30;0.64%;4.1;-0.1%;1.6;;;
S11;Enseignement;2024;T1;3;Auvergne-Rhône-Alpes;4993;-6.9%;27;0.54%;4.64;-0.3%;1.7;;;
S11;Enseignement;2024;T2;4;Grand Est;4616;11.1%;24;0.52%;3.7;-0.7%;2.1;;;
S11;Enseignement;2024;T2;5;Hauts-de-France;4637;0.8%;30;0.65%;4.45;5.3%;1.5;;;
S11;Enseignement;2024;T2;6;Hauts-de-France;5507;3.2%;31;0.56%;4.13;7.3%;1.7;;;
S11;Enseignement;2024;T3;7;Pays de la Loire;5808;1.6%;30;0.52%;4.22;2.3%;1.6;;;
S11;Enseignement;2024;T3;8;Bourgogne;4243;-3.6%;29;0.68%;3.64;4.2%;2.1;;;
S11;Enseignement;2024;T3;9;Grand Est;5119;-1.3%;26;0.51%;4.18;0.6%;1.6;;;
S11;Enseignement;2024;T4;10;Auvergne-Rhône-Alpes;6094;-8.1%;28;0.46%;3.97;-1.7%;2.0;;;
S11;Enseignement;2024;T4;11;Île-de-France;4386;-12.2%;27;0.62%;3.62;-2.0%;2.1;;;
S11;ENSEIGNEMENT;2024;T4;12;Bourgogne;5100;6.9%;27;0.53%;4.17;8.0 %;2.1;;;
S11;Enseignement;2025;T1;1;Normandie;5920;6.1%;29;0.49%;4.27;4.3%;2.1;;;
S11;Enseignement;2025;T1;2;Hauts-de-France;4770;-9.9%;31;0.65%;4.18;6.7%;1.6;;;
S11;Enseignement;2025;T1;3;Nouvelle-Aquitaine;6136;-2.3%;26;0.42%;4.21;-4.4%;2.1;;;
S11;Enseignement;2025;T2;4;Grand Est;6307;-6.3%;27;0.43%;4.36;-6.0%;1.9;;;
S11;Enseignements;2025;T2;5;Bretagne;5878;4.3%;30;0.51%;3.78;0.5 %;1.9;;;
S11;Enseignement;2025;T2;6;Auvergne-Rhône-Alpes;4245;11.7%;24;0.57%;4.08;-4.6%;1.8;;;
S11;Enseignement;2025;T3;7;Hauts-de-France;5466;12.4%;22;0.4%;4.86;-2.5%;1.8;;;
S11;Enseignement;2025;T3;8;Hauts-de-France;4628;9.3%;23;0.5%;4.21;5.8%;1.6;;;
S11;Enseignement;2025;T3;9;Hauts-de-France;5478;6.3%;23;0.42%;3.77;-4.1%;1.7;;;
S11;Enseignement;2025;T4;10;Pays de la Loire;4439;-0.6%;28;0.63%;3.87;-0.1%;1.8;;;
S11;Enseignement;2025;T4;11;Auvergne-Rhône-Alpes;5595;11.5%;27;0.48%;4.54;5.8%;1.7;;;
S11;Enseignement;2025;T4;12;Grand Est;4815;-4.7%;22;0.46%;4.7;-5.3%;2.0;;;
S12;Santé;2019;T1;1;Normandie;4258;-6,3%;23;0,54%;6.74;-2,5 %;1.3;;;
S12;Santé;2019;T1;2;Normandie;3928;9.6%;21;0.53%;6.6;5.3%;1.6;;;
S12;Santé;2019;T1;3;Nouvelle-Aquitaine;5017;3.9%;20;0.4%;6.05;-0.4%;1.4;;;
S12;Santé;2019;T2;4;Nouvelle-Aquitaine;4597;-12.3%;20;0.44%;6.37;-1.7%;1.6;;;
S12;Santé;2019;T2;5;Bourgogne;3732;-2.2%;20;0.54%;5.98;-0.9%;1.8;;;
S12;santé;2019;T2;6;Centre-Val de Loire;3727;-13.8%;20;0.54%;6.83;-3.0 %;1.5;;;
S12;Santé;2019;T3;7;Bourgogne;4121;-12.1%;19;0.46%;6.57;6.1%;1.4;;;
S12;Santé;2019;T3;8;Auvergne-Rhône-Alpes;4495;3.1%;21;0.47%;6.12;2.2 %;1.3;;;
S12;Santé;2019;T3;9;Hauts-de-France;4563;-9.3%;25;0.55%;6.9;-5.0%;1.5;;;
S12;Santé;2019;T4;10;Normandie;4813;1.0%;20;0.42%;5.99;-0.1%;1.6;;;
S12;Santé;2019;T4;11;Normandie;4252;6.5%;27;0.63%;5.81;-0.1%;1.8;;;
S12;Santé;2019;T4;12;Nouvelle-Aquitaine;4107;14.0%;22;0.54%;7.15;-5.1%;1.8;;;
S12;Santé;2020;T1;1;Grand Est;4834;11.1%;27;0.56%;6.22;4.5%;1.4;;;
